"2019.Bruce.Colletti.Vehicle.Routing.and.Group.Theory","Bruce Colletti","Vehicle Routing and Group Theory","Let’s use permutation groups to obtain the population variance of route lengths in a transportation problem. Since statistical estimates are problematic—there are gigantically many routes—we instead want the “unobtainable” true variance.  A surprising use of group theory yields this result in a timely manner. 
","Uknown"
"2019.Diego.Zviovich.and.Pedro.Fonseca.Computational.X.Escape.Box","Diego Zviovich and Pedro Fonseca","Computational X Escape Box","Escape rooms have gained a lot of popularity in these last 10 years. Escape boxes are the portable version of these enigma games, where the challenge is to open a box through a series of puzzle-solving steps, gathering clues or keys along the way. They can be “installed” anywhere (in a hotel lobby, at a company party, etc.), and add a lot of fun in a social environment. In this presentation, we will be exploring the potential of the Wolfram Language to orchestrate the puzzles and enigma solving with its large knowledgebase and devices connectivity, enabling an infinite set of game topics and configurations. 
","Uknown"
"2019.Stephen.Wolfram.Quantum.Computing.Meet.up.with.Stephen","Stephen Wolfram","Quantum Computing Meet-up with Stephen Wolfram","None","Uknown"
"2019.John.Odden.Basic.Algorithms.for.US.Healthcare","John Odden","Basic ""Algorithms"" for US Healthcare","US healthcare is generating costs (spending) that may threaten the viability of the national economy. Billions have been invested to migrate most of the US healthcare providers to digital patient records. The resulting “Certified EHR” vendors are said by some to operate “walled gardens.” These oases may not readily absorb external information and may not effectively share a patient chart with external sites. Adding in missing information, rules or algorithms is often reported to be difficult or unaffordable.  Can C4UH, a small 501©(3) entity, possibly make a contribution?  Our hypothesis: Yes, assuming simple use cases facilitated by Mathematica! 
","Uknown"
"2019.Daniel.Carvalho.Counting.Objects.in.Images","Daniel Carvalho","Counting Objects in Images","Sophisticated computer vision can be done in the Wolfram Language with an impressively short amount of code. Computers and cameras are everywhere nowadays, and we can use this data and computational power to extract information from those images. In the vast range of possibilities with image processing, counting objects in images is a powerful tool—we are going to see some ways to do that with the Wolfram Language using morphological image processing techniques. These high-level Wolfram Language functions give us powerful algorithms that empower researchers and gain productivity. Counting objects in images can be interesting for many different applications in various areas of research and business. 
","Uknown"
"2019.Mark.Sofroniou.From.PackedArray.to.NumericArray","Mark Sofroniou","From PackedArray to NumericArray","PackedArray is a data structure that permits efficient machine-precision computations in Mathematica. This talk gives an outline of the design, scope and implementation of PackedArray. NumericArray is a new generalization of PackedArray that allows computations for a wider set of machine-precision types. An overview of the goals and differences with PackedArray will be given, together with some new algorithms that have been implemented. Integration into the new compiler will also be described. 
","Uknown"
"2019.Dan.McDonald.PhD.Ian.Ford.Lin.Cong.and.Peter.Barendse..Ph.D.Automated.Planar.Geometry","Dan McDonald, PhD, Ian Ford, Lin Cong, and Peter Barendse , Ph.D.","Automated Planar Geometry","We present updates to the automated geometric functionality of the Wolfram Language introduced in Version 12, including the functions GeometricScene, RandomInstance and FindGeometricConjectures, as well as formally introduce the Version 12.1 function FindGeometricProof. Given a symbolically described, coordinate-free scene in plane geometry, these functions can automatically produce drawings of the scene, conjectures about the scene and human-readable proofs of theorems pertaining to the scene. We also detail progress in bringing this functionality to Wolfram|Alpha, as well as curating theorems from Euclid’s  <i>Elements</i>  and beyond. 
","Uknown"
"2019.Abdul.Dakkak.Developing.in.the.Wolfram.Compiler","Abdul Dakkak","Developing in the Wolfram Compiler","None","Uknown"
"2019.Daavid.Väänänen.Meet.Up.Educator.Code.Together.Part","Daavid Väänänen","Meet-Up: Educator Code Together Part 2","• Code Together; participants have a couple of hours to focus on ideation/content creation/coding 
","Uknown"
"2019.Jan.Brugard.New.in.SystemModeler","Jan Brugard","New in SystemModeler","SystemModeler is routinely used by the world’s engineering organizations on some of the world’s most complex engineering systems—as well as in fields such as life sciences and social science. We’ve been pursuing the development of what is now SystemModeler for more than 15 years, adding more and more sophistication to the capabilities of the system. 

 This presentation will cover key new features of SystemModeler 12 and a preview of upcoming features, such as the new Fluid library, improved debugging and cloud and machine-learning integration. 
","Uknown"
"2019.Jesse.Friedman.Transcript.Analysis.of.Wolfram.Technology","Jesse Friedman","Transcript Analysis of Wolfram Technology Conference Talks","Over the last decade, Wolfram’s online video archives have amassed more than 100 hours of audio from the annual Wolfram Technology Conference. This talk demonstrates the use of machine transcription and the text analysis functionality of the Wolfram Language to draw insights from this wealth of unprocessed data. 
","Uknown"
"2019.Jerome.Louradour.Generative.Adversarial.Networks.with.NetTrain","Jerome Louradour","Generative Adversarial Networks with NetTrain","This talk will show how to train generative adversarial networks (GANs) in the Wolfram Language. A GAN consists of making two deep learning models, a generator and a discriminator, play a zero-sum game. This concept enables the artificial production of realistic images.  
","Uknown"
"2019.Ankit.Naik.Launching.Wolfram.Virtual.Labs","Ankit Naik","Launching Wolfram Virtual Labs","How can you make teaching come alive and be more engaging? In this talk, I want to present something new to the pedagogical toolkit: Wolfram Virtual Labs. These are open educational resources in the form of interactive courseware that are used to explain difficult concepts in the classroom. If you want to know more, read the blog post Powering Engineering Education with Wolfram Virtual Labs. 
","Uknown"
"2019.Andrew.Yule.Having.Your.Cake.and.Eating","Andrew Yule","Having Your Cake and Eating It Too: User Interfaces with Core Model Back Ends","The skillsets of employees across businesses today are vastly more diverse than they ever have been. Because of that, the need for various ways of interacting with a company’s critical software is becoming just as diverse. Scripting languages such as Python and the Wolfram Language have created the need for back ends to be more accessible, while some employees still prefer traditional user interfaces.  Developing business-critical software in the Wolfram Language helps to address all of the needs a business may have in terms of interaction. User interfaces can be constructed and deployed through Wolfram Player or even more traditional desktop software, while the core functions on the back end can be accessible with notebooks, or now even additional languages through the ExternalEvaluate framework. Assured Flow Solutions (AFS) has been developing an application for the last four years that places an emphasis on giving employees multiple ways of interacting with it. This presentation will focus on the best techniques for this kind of development and all of the advantages it can offer a company in today’s world. 
","Uknown"
"2019.Kevin.Hao.and.Maik.Meusel.Meet.Up.Using.Wolfram.Technology.in","Kevin Hao and Maik Meusel","Meet-Up: Using Wolfram Technology in the Classroom","Discuss with other educators how you use Wolfram tech in the classroom and any problems you face. We will demonstrate how Mathematica can be used for teaching larger classes, how to create interactive courseware and how to set up questions for auto-grading. Examples for the classroom will be shown using SYLVA, an integrated learning and assessment platform built on Wolfram tech. Come join other educators in the discussion! 
","Uknown"
"2019.Kirk.Reinholtz.Numerical.Evaluation.of.the.Probability","Kirk Reinholtz","Numerical Evaluation of the Probability of Planetary Contamination","A planetary biological contamination equation of huge scale and challenging numerics must be evaluated with stringent performance and accuracy/precision requirements. Several unique capabilities of Mathematica were used to solve these in a cost-effective and transparent (repeatable by others) manner. The major features used were: (1) tracking of accuracy and precisions (N[] et al.); (2) several approaches to parallelization across one and several machines; (3) RandomVariate[] et al. to generate random variates from a number of distributions in order to assess sensitivities to the hundreds of input parameters; (4) symbolic mathematical manipulation to prepare the equations for efficient numerical evaluation; (5) approximate and exact numbers (contrasted with “Excel math” machine precision); and (6) catching all generated messages and other anomaly indications so that we could know that nothing went visibly wrong in any of the many many billions of computations. 
","Uknown"
"2019.Amir.Azadi.Review.of.Unsupervised.Learning.in","Amir Azadi","Review of Unsupervised Learning in the Wolfram Language","We will review recent advances in unsupervised learning functions,  including AnomalyDetection, FindAnomalies, SynthesizeMissingValues and ClusterClassify. First, we will introduce an unsupervised approach that exploits LearnDistribution capabilities to compute statistical measures relevant to quantify anomalous examples and generate samples to fill in missing values. Furthermore, we will review recent improvements in clustering analysis functions and present a practical guide to use them efficiently for various machine-learning problems. 
","Uknown"
"2019.Devendra.Kapadia.What.s.New.in.Calculus.and","Devendra Kapadia","What's New in Calculus and Algebra","I will give an overview of recent developments related to calculus and algebra in the Wolfram Language. 

 The developments include new superfunctions for asymptotic computation, new Heun special functions, extensive support for computing properties of mathematical functions and improvements for symbolic solutions to ordinary and partial differential equations. 

 I will also discuss current initiatives related to documentation, benchmarking, classroom teaching and online education in this area. 
","Uknown"
"2019.Cody.Trevillian.Time.Dependent.Differential.Equation.Networks.TDDiffyQNetworks","Cody Trevillian","Time-Dependent Differential Equation Networks: TDDiffyQNetworks","In this project, coupled sets of time-dependent second-order ordinary differential equations (DiffyQs) simulated based on given parameters describe the spiking behavior of materials forming a physical neuron network. These DiffyQNets are trained through a stochastic gradient descent–like method. This implemented functionality consists of a set of functions: DiffyQNet, DiffyQNetSim, DiffyQNetTrain and DiffyQNetPlot. In the presented case, DiffyQNet dictates the behavior of a bilayer of an antiferromagnet and a normal metal using a DiffyQ described in [1–2]. Then, DiffyQNetSim simulates the results of an application of DiffyQNetTrain. Finally, the resulting actions of the system are shown using DiffyQNetPlot. We find that AND, OR and XOR gates can be simulated using NDSolve, with over 200 iterative computations occurring in under three seconds. By demonstrating this system with simple gates, we show that this method is not overly computationally intensive to classify larger systems like the MNIST database. These results thus provide impetus to the continued development of this project for generalized time-dependent DiffyQNets.  

 [1] Roman Khymyn et al., “Ultra-fast Artificial Neuron: Generation of Picosecond-Duration Spikes in a Current-Driven Antiferromagnetic Auto-oscillator”,  <i>Scientific Reports</i>  8, (Oct. 2018).  

 [2] Olga Sulymenko et al., “Ultra-fast Logic Devices Using Artificial ‘Neurons’ Based on Antiferromagnetic Pulse Generators”,  <i>Journal of Applied Physics</i>  124, 152115 (July 2018). 

 Cody A. Trevillian & Dr. Vasyl Tyberkevych 
","Uknown"
"2019.Timothee.Verdier.Training.Neural.Networks.on.Large","Timothee Verdier","Training Neural Networks on Large Datasets","The full potential of neural net training is usually achieved using large datasets and with massively parallel computing power. Those two resources became widely available only recently, explaining the current success of neural nets. In this workshop, we will expose the machine-learning group typical workflow using remote computation and large-scale storage services to go beyond the limits of our laptops and train the neural nets behind our applications. 
","Uknown"
"2019.Itai.Seggev.PhD.Version.12.Enhancements.for.the","Itai Seggev, PhD","Version 12 Enhancements for the (Pre-) College Classroom","Version 12 includes a number of enhancements aimed at users in calculus courses and their prerequisites. We will survey a number of these features, which include dedicated functions for equation manipulation; enhancement to core calculus functions, such as D and Limit; and greatly expanded documentation that keeps the needs of these students front and center. 
","Uknown"
"2019.Carlo.Barbieri.PhD.What.s.New.and.Coming.in","Carlo Barbieri, PhD","What's New and Coming in Relational Databases","In this talk, we will discuss extensions to the Entity query language as it applies to SQL databases. The features we have added to the last release include set operations such as Union, Intersection and Except; the ability to run raw SQL with the new “EmbeddedSQL” primitive; and the support for Oracle-based databases. In the second part of this talk, we will address writing to databases and integration with FormObject. 
","Uknown"
"2019.Chris.Carlson.and.José.Martín.García.Coming.Dataset.Enhancements","Chris Carlson and José Martín-García","Coming Dataset Enhancements","Dataset is undergoing a major overhaul that will add significant interactive, styling and computational functionality. Get a preview of what you can look forward to in the forthcoming release, and let the developers know what Dataset enhancements you’d like to see in subsequent releases. 
","Uknown"
"2019.Keehong.Song.Mathematica.and.TikZ.Based.SVG.Animation","Keehong Song","Mathematica and TikZ-Based SVG Animation","This presentation is about developing the SVG animation based on Mathematica and TikZ. One feature worth noting about the talk is a novel approach of running and debugging TikZ from an interactive platform like CodePen. That feature of TikZ usability alone would greatly interest certain groups of Mathmatica users who are after a bridge tool such as matlab2tikz. 
","Uknown"
"2019.Adam.Strzebonski.Mathematical.Function.Properties","Adam Strzebonski","Mathematical Function Properties",":  I will present new Mathematica functionality for computing properties of mathematical functions. The functionality, which is currently under development, includes computation of several classes of function properties. The new capabilities for computing set-theoretical properties include testing for injectivity, surjectivity and bijectivity, as well as improvements in the computation of function domain and range.  Topological and analytic properties computed include continuity, holomorphicity, meromorphicity, singularities and discontinuities. For real functions, the new features include computation of sign, monotonicity and convexity. In my talk, I will introduce the new Mathematica functions and discuss the methods they use. 
","Uknown"
"2019.Maegan.Jennings.Using.Mathematica.to.Explain.the","Maegan Jennings","Using Mathematica to Explain the Darkness of the Night Sky","The sky is dark at night, even though the universe is infinite and uniformly filled with light sources. Think about that for a second. Why don’t we see galaxies in every direction, just as we see trees in every direction in the middle of a large forest? This question is known as Olbers' paradox in cosmology. Its resolution is known to be mostly due to the fact that the speed of light and the age of the universe are both finite (and, to a lesser extent, the fact that space is expanding). But do these factors explain the entire darkness of the night sky? There is also a dusty intergalactic medium (IGM) that is particularly good at absorbing visible light and reradiating it at longer wavelengths. Observations of quasar reddening are now becoming sensitive enough to constrain the properties of the IGM, but its quantitative effect on the spectral intensity of the extragalactic background light has yet to be established. We use Mathematica to calculate this intensity within standard relativistic cosmology, representing the light of galaxies with multiple blackbody functions at different redshifts, and convolving it with a detailed model for intergalactic dust. A crucial feature is the use of ListInterpolation to calculate dust opacity as a function of redshift and wavelength, reducing a time-consuming double integral to a much faster single integral. Our results suggest that intergalactic dust may play a more significant role in darkening the night sky than has usually been thought. 
","Uknown"
"2019.Tigran.Ishkhanyan.PhD.Mathematical.Functions","Tigran Ishkhanyan, PhD","Mathematical Functions","The wide range of mathematical functions that includes the classes of elementary and special functions has played a crucial role in solving real-world problems for centuries. Nowadays, these functions appear in almost any field of contemporary science—which, however, requires more and more advanced, powerful functions. 

 New developments in the Wolfram Language include implementation of the 10 Heun functions that are special functions of the next generation, making the Wolfram Language more powerful in solving different modern problems originating from astrophysics, quantum mechanics, lattice systems in statistical mechanics and other fields. Also, new fundamental developments in the area of numerical evaluation of the general holonomic functions and fully updated documentation pages for elementary and special functions will be presented. 
","Uknown"
"2019.Carlo.Giacometti.and.Markus.van.Almsick.PhD.Neural.Networks.for.Images.and","Carlo Giacometti and Markus van Almsick, PhD","Neural Networks for Images and Audio Workshop","Deep neural networks (DNN) are potent tools that help to achieve amazing results in artificial intelligence. The design of DNN architectures, however, still appears to be a black art. In this workshop, we discuss the properties of image and audio data and show how these properties imply the appropriate neural layer types and network architectures. We perform experiments to determine the limitations of current networks and demonstrate DNN solutions for a range of application tasks. 
","Uknown"
"2019.Dariia.Porechna.What.s.New.in.Cryptography","Dariia Porechna","What’s New in Cryptography","Information security and protection are becoming increasingly vital in the modern world of computer systems, making cryptography an indispensable tool. Version 12 of the Wolfram Language continues to grow its coverage of methods for both symmetric (shared secret key) and asymmetric (public/private key pair) cryptography to ensure confidentiality, data integrity and authenticity of encrypted and/or digitally signed data of various formats, as well as arbitrary Wolfram Language expressions. 

 This talk will cover key generation and management, explain purposes and usage differences among hashing, encryption and digital signatures, and list which algorithms in those topics are supported in the Wolfram Language, as well as announce planned development for future versions. 
","Uknown"
"2019.Jason.Harris.and.Rob.Raguet.Schofield.Wolfram.Player.and.Wolfram.Engine","Jason Harris and Rob Raguet-Schofield","Wolfram Player and Wolfram Engine on iOS","View and interact with notebooks from your Wolfram Cloud account, websites, email attachments or other cloud storage using Wolfram Player for iOS. Embed the Wolfram Engine into your iOS apps using our SDK. 
","Uknown"
"2019.Jonathan.Gorard.Automated.Theorem.Proving.and.Axiomatic","Jonathan Gorard","Automated Theorem Proving and Axiomatic Mathematics","This talk will be a brief introduction to the current status of the Wolfram Language’s framework for automated theorem proving and the axiomatic representation of pure mathematics as of Version 12. This includes recent updates to the FindEquationalProof function and the newly introduced AxiomaticTheory function. The talk will explain some of the basic algorithmic principles behind the theorem-proving framework, such as the Knuth–Bendix (unfailing) completion and superposition calculus, and will also briefly demonstrate some future planned functionality (including support for higher-order logics, temporal logic, modal logic, etc.). 
","Uknown"
"2019.Bob.Sandheinrich.Daniel.Lichtblau.and.Richard.Hennigan.Meet.Up.Introducing.the.Wolfram.Function","Bob Sandheinrich, Daniel Lichtblau, and Richard Hennigan","Meet-Up: Introducing the Wolfram Function Repository","Meet with the people of the Wolfram Function Repository: function creators, content reviewers and repository developers. We will give a brief introduction to resource functions. Then we’ll discuss how to write and submit your functions and provide a behind-the-scenes look into the curation and review process.  
","Uknown"
"2019.Eric.Weisstein.The.2019.SI.System.of","Eric Weisstein","The 2019 SI System of Units","On World Metrology Day, May 20, 2019 (the 144th anniversary of the Metre Convention), four SI base units (the kilogram, ampere, kelvin and mole) were redefined by setting the Planck constant, elementary electric charge, Boltzmann constant and Avogadro constant to have exact values when expressed in SI units. This means that in addition to the second, meter and candela (the latter whose definition received a technical refinement but effectively remained unchanged), all seven base SI units now have exact definitions based on  physical constants.  

 While the new definitions do not change the magnitude of any existing unit to within the precision measurable by existing techniques, the change from high-precision numeric values to exact (usually rational) numbers nonetheless required a significant update of unit and physical  constant values and uncertainties in Wolfram&|Alpha and the Wolfram Language unit systems. These changes and their implications will be discussed and illustrated in this talk. 
","Uknown"
"2019.Daniel.Bigham.Wolfram.s.Symbolic.ERP.Project","Daniel Bigham","Wolfram's Symbolic ERP Project","Wolfram Research is rebuilding its ERP systems using the Wolfram technology stack. After reviewing our data and workflows, we started building a rich data framework that leverages the Wolfram Language’s inherent strengths in symbolic representation. In this talk, we will demonstrate how to use our framework to build a simple company directory. We will livecode the modeling of an employee entity type, the importing of data and then the creation of a form page that leverages a grammar to provide natural language search capabilities. 
","Uknown"
"2019.Jaebum.Jung.Advances.in.Graphs.and.Networks","Jaebum Jung","Advances in Graphs and Networks","The Wolfram Language provides easy access to powerful graph functionalities. Familiarize yourself with the new features in Version 12 and get a sneak peek into the upcoming versions. 

 Learn how to use Wolfram Language graph capabilities in computational geometry, transportation, optimization, automated network visualization and more. 
","Uknown"
"2019.Andrew.Steinacher.Automotive.Data.Analysis","Andrew Steinacher","Automotive Data Analysis","In an effort to measure my fuel use on a per-trip scale, I connected a microcontroller to my car’s Controller Area Network (CAN) bus, and I found a fire hose of information from simply recording messages sent over the CAN bus. This fire hose of data has given me a large dataset of over 16 GB from thousands of car trips, including time series for engine temperatures, steering angles, fuel flow and more. Using the Wolfram Language, it was easy to build a user interface for interactively analyzing and processing this CAN data, as well as an  EntityStore to more programmatically analyze the data on longer timescales with EntityValue syntax. These tools have allowed me to analyze warmup times and fuel usage trends, as well as waiting times at intersections with some alignment to GPS location data. 
","Uknown"
"2019.Leonardo.Roncetti.MSc.and.Pollyana.Rosa.Daniel.Image.Processing.for.Continuous.Monitoring","Leonardo Roncetti, MSc and Pollyana Rosa Daniel","Image Processing for Continuous Monitoring of Cracks in Civil Constructions","A crack is a symptom of distress with the materials used in a construction. Perhaps it could be only damage on the covering; however, a structural collapse also starts with a tiny crack. Therefore, it is very important to identify the emergence of them. Continuous monitoring of cracks is the follow-up of the appearance and aggravation of cracks to determine the appropriate method for the treatment of the pathology; this could have been the solution for huge disasters around the world where cracks were the first sign of a serious defect that affected the stability of the building. Given the importance of continuous monitoring of cracks, this presentation shows how Mathematica receives images obtained by a microscope. At each frame, two feature points are tracked and their positions compared to show the displacement between them in a period of time, evidencing the opening or closing of the crack.  This method improves the technique of tracking cracks by allowing the dimensions of the aperture to be measured without needing to be present to read on the spot, as seen in the methods currently used. 
","Uknown"
"2019.Jayanta.Phadikar.Numerics.Refresher.Overview.Tips.and","Jayanta Phadikar","Numerics Refresher: Overview, Tips and Tricks","In this talk, I will present an overview of various numerics functionalities of Mathematica along with tips, tricks and frequently encountered questions/pitfalls. Topics will include the precision frameworks in Mathematica, numerical operators (e.g. NMinimize and NSolve), compile functions and advanced options. Certain important features introduced in Version 12 will be discussed as well. For an audience that has already been exposed to the Wolfram Language and the numerics capabilities of Mathematica to a certain extent, the talk aims to expand their knowledgebase of numerics functions to a higher level. 
","Uknown"
"2019.Charles.Pooh.Advances.in.Geometry","Charles Pooh","Advances in Geometry","The Wolfram Language provides easy access to powerful computational geometric functionalities. Familiarize yourself with the new features in Version 12 and get a sneak peek into the upcoming versions. Learn how to use Wolfram Language geometric capabilities in geographic information systems, computer graphics, computer-aided design and more. 
","Uknown"
"2019.Jiri.Benedikt.Computing.Principal.Eigenvalue.in.Interval","Jiri Benedikt","Computing Principal Eigenvalue in Interval Arithmetic","The solvability of boundary value problems for elliptic and parabolic differential equations (e.g. diffusion equations) is closely related to the corresponding eigenvalues. In particular, the principal eigenvalue in which the geometry of the energy functional is substantially changed. In the lecture, we present a numerical method of finding guaranteed upper and lower estimates of the principal eigenvalue in Mathematica using interval arithmetic. 
","Uknown"
"2019.Mads.Bahrami.and.Vitaliy.Kaurov.Meet.Up.Computational.Humanities","Mads Bahrami and Vitaliy Kaurov","Meet-Up: Computational Humanities","Computational Humanities (CH) is an emergent field with a rapidly changing vast scope. Standing apart from natural sciences that are of a more exact and mesurable nature, CH is a highly debatable and even controversial discipline whose conclusions are dependent on context and other quite subjectively defined variables. Rather than trying to define this emerging field, in this meetup we will discuss some  major questions that Computational Humanities address. How can humanities data - which is traditionally interpreted in an idiographic way - be modeled in a way it becomes available for computational analysis? How can computational thinking enhance existing scholarly practices in the humanities? How machine and deep learning - and A.I. in general - are transforming humanities? How can we teach computational humanities at schools, colleges and universities?We would like to invite you to this meetup, to share with us your experience and challenges that you think are essential for computational humanities at both research and educational levels. Please do bring your own questions and topics for discussion! 
","Uknown"
"2019.Jon.McLoone.Non.invasive.Cancer.Screening.with.Capsule","Jon McLoone","Non-invasive Cancer Screening with Capsule Endoscopy","Screening for bowel cancer has traditionally been an invasive process which carried its own risks. Coupled with the high cost of skilled operators, it has been limited in its application, almost certainly costing lives. 

 The availability of cheap digital cameras small enough to be swallowed, together with the promise of automated screening with neural network–based image recognition, offers the promise of low-cost, safe mass screening. Wolfram Technical Services have been working with a European consortium to develop the infrastructure to make this possible. 

 The talk will show the work in progress to use the Wolfram Language to make an integrated operator dashboard. Initially focused on reviewing footage in order to build machine learning training sets, the project intends to allow rapid review of patient footage with provisional diagnosis. 
","Uknown"
"2019.Rafał.Chojna.and.Sean.Cheren.Import.Export.Updates.and.Applications","Rafał Chojna and Sean Cheren","Import/Export—Updates and Applications","Importing and exporting data is a constantly growing field that remains an integral part of working with the Wolfram Language. In this talk, we will demonstrate some of the key improvements to various formats in upcoming versions. In particular, we will explore updates to DICOM images, archive/compression formats and email-related formats. We will also give a sneak peak of some convenient import/export utility functions coming in the next version of the Wolfram Language. 
","Uknown"
"2019.Jane.Shen.Gunther.MD.Molecular.Pap.Smear.Automating.Data","Jane Shen-Gunther, MD","Molecular Pap Smear: Automating Data Processing with Wolfram Solutions","HPV is now recognized as the carcinogen of almost all invasive cervical cancers and a major cause of other human malignancies, including oral and anal cancers, totaling ~600,000 cases annually worldwide. The Pap smear, regarded as the most successful cancer screening test in the history of medicine, has been in existence for over 70 years. However, due to the lack of Pap smear screening programs in developing countries or other social and economic barriers in developed countries, the rates of new cervical cancer cases and deaths remain high worldwide. To circumvent these challenges, we developed a molecular diagnostic test, coined the “Molecular Pap” based on HPV typing and unique genetic changes inside cells. The Molecular Pap was designed to be accurate, automated, low cost and compatible with self-collected samples from any bodily site. With the end user in mind, this project started with advanced molecular techniques, bioinformatics pipelines and probabilistic modeling, and will conclude with risk stratification and data visualization. The framework for consolidating clinical, genomic and analytical data were developed in collaboration with Wolfram Solutions. The ultimate goal is to transform our current discoveries into a widely accessible clinical test for the improvement of global health. 
","Uknown"
"2019.Juan.Arturo.Silva.Ordaz.Optimal.Placement.of.Carbon.Sequestration"," Juan Arturo  Silva-Ordaz","Optimal Placement of Carbon Sequestration Facilities on Earth","Carbon sequestration can, in principle and with the current technology, avert the existential danger posed by CO <sub>2</sub>  emissions. The implementation costs of carbon sequestration technology are lower than the economic consequences of climate change. We present the results of source-and-sink CO <sub>2</sub>  models that indicate the optimal number of sites and best locations of carbon sequestration facilities that take into account geographic, atmospheric and geologic factors to help solve the climate emergency that threatens the survival of humanity and many other species. 
","Uknown"
"2019.Eduardo.Serna.PhD.Spatial.Statistics.Models.with.Data","Eduardo Serna, PhD","Spatial Statistics Models with Data","Spatial point data, also known as spatial point patterns, refers to the collection of points (or events) in space. Examples include trees in a forest, gold deposits, positions of stars, earthquakes, crime locations, animal sightings, etc. 

 The aim of spatial point data modeling is to capture the essential features of the process underlying a given point pattern. 

 In this talk, we will explore the existing and upcoming Wolfram Language functionality designed for the analysis and modeling of spatial point data. 
","Uknown"
"2019.Etienne.Bernard.Advanced.Use.of.Automatic.Machine","Etienne Bernard","Advanced Use of Automatic Machine Learning Functions","High-level machine learning functions in the Wolfram Language (Classify, Predict, LearnDistribution, etc.) are automatic, but they also offer a variety of controls that can be used to obtain the best results. In this talk, I will review these machine learning functions and detail some of their advanced uses, such as specifying goals, hyperparameters, utility functions, preprocessing, etc. I will also give insights about how these functions work under the hood. 
","Uknown"
"2019.Ethan.Bogle.Developing.a.Culture.of.Computational","Ethan Bogle","Developing a Culture of Computational Thinking","In this talk, I present on a curriculum I designed for a pilot course on computational thinking at my school. My purpose while building this curriculum was to build interest and excitement about computational thinking and the Wolfram Language in my school community, or in other words to develop a culture of computational thinking. Given an audience who does not know about computational thinking and is not woven together by another common interest, my goal is to catch, and then retain, their interest so that they will learn computational thinking and the Wolfram Language for themselves. The design of the course includes flexible paths allowing participants to devote varying amounts of time to learning the Wolfram Language according to their interests and availability, and weekly sessions designed to be applicable for a wide range of audiences. I will discuss the structure of the course, focusing on my design of the special topics discussions, and show several example sessions. I will also discuss my experience using the curriculum so far and its possible future. What I have designed is very much an experiment, but this experiment will give valuable data about what it takes to create a culture of computational thinking. 
","Uknown"
"2019.Petr.Girg.Flow.in.Porous.Media.and","Petr Girg","Flow in Porous Media and Its Simulation","The flow of fluid in porous media consists of very complex 3D motions in geometrically complicated nets of millions of micro-channels, which is difficult to handle using fundamental equations of fluid motion such as Navier–Stokes equations. Alternatively, several phenomenological approaches were proposed. In this talk, we focus on mathematical models based on quasilinear parabolic equations driven by the so called  <i>p</i> -Laplacian (as the elliptic part of the equation) Δ <sub>
 <i>p</i>
</sub> =div(|grad  <i>u</i> | <sup><i>p</i>&#8211;2</sup>  grad  <i>u</i> ),  <i>p</i> >1.  These models cover situations when linear constitutive law (Darcy’s law) fails to hold due to the prevailing effect of turbulence for high Reynolds numbers or due to interaction between walls of media and liquid at the molecular level for very low Reynolds numbers. The former case corresponds to 3/2< <i>p</i> <_2 singular=""singular"" diffusion=""diffusion"" and=""and"" the=""the"" latter=""latter"" to=""to"" _2i=""_2i"" /> p <_5 degenerate=""degenerate"" diffusion=""diffusion"" where=""where"" the=""the"" values=""values"" of=""of"" i=""i"" /> p are obtained experimentally. Both of these situations appear in important practical applications such as groundwater modeling, petroleum and natural gas extraction. In the talk, we will present several typical real-world situations, their formulations as initial-boundary value problems and their numerical solutions. We use implicit semi-discretization in time, which has much better stability than the explicit one, but requires the solving of strongly nonlinear elliptic problems at each step. To solve the elliptic problem, we will use several approaches based on finite differences, SparseArray and FindMinimum and/or new features of NDSolve in Version 12 using finite elements for nonlinear elliptic problems. The use of the implicit semi-discretization in time is justified by our recent findings obtained jointly with Benedikt, Kotrla and Takáč. 
","Uknown"
"2019.Gosia.Konwerska.PhD.Spatial.Statistics.Data.with.Models","Gosia Konwerska, PhD","Spatial Statistics Data with Models","Spatial point data, also known as spatial point patterns, refers to the collection of points (or events) in space. Examples include trees in a forest, gold deposits, positions of stars, earthquakes, crime locations, animal sightings, etc. 

 Spatial data analysis, as a statistical exploration of point patterns, aims to answer questions about spatial randomness, point intensity and interpoint interactions. 

 In this talk, we will explore the existing and upcoming Wolfram Language functionality designed for the analysis and modeling of spatial point data. 
","Uknown"
"2019.Tuseeta.Banerjee.Importing.Neural.Networks.with.ONNX","Tuseeta Banerjee","Importing Neural Networks with ONNX","ONNX is an open format for representing deep learning models. It allows easy conversion of models from one framework to another. In this talk, we will provide an overview of the advantages and disadvantages of having an ONNX importer. With the help of a few simple models, we will show how to extract relevant information about the ONNX model and extract information regarding the nodes, the shapes and the weight initializers stored in the ONNX format. Finally, we will show how to import a model using just a single function and the various options available for importing. 
","Uknown"
"2019.Matt.Klimuszka.Gosia.Konwerska.PhD.and.Etienne.Bernard.Meet.Up.Data.Science.Workflows.Wolfram","Matt Klimuszka, Gosia Konwerska, PhD, and Etienne Bernard","Meet-Up: Data Science Workflows: Wolfram Approach","Join our users, practitioners, lead architects and specialists from Wolfram at a roundtable discussion about how Wolfram’s multiparadigm approach affects their data science workflows. We would love to hear about your good or not-so-good experiences and your best practices. 
","Uknown"
